name,code,parent_code,cls_type_id
"ПИВО. ""РЕЖИМНОГО ХРАНЕНИЯ"" НЕ ФАСОВАНОЕ",01.025.0131.0594,01.025.0131,7
"ПИВО. ""РЕЖИМНОГО ХРАНЕНИЯ"" ФАСОВАНОЕ",01.025.0131.0595,01.025.0131,7
ПИВО.ТАРА ОБОРОТНАЯ И РАСХОДНЫЕ МАТЕРИАЛЫ,01.025.0131.0596,01.025.0131,7
"СИДР, МЕДОВУХА",01.025.0166,01.025,7
МЕДОВУХА,01.025.0166.0456,01.025.0166,7
СИДР,01.025.0166.0742,01.025.0166,7
СЛАБОАЛКОГОЛЬНЫЕ КОКТЕЙЛИ,01.025.0167,01.025,7
"СЛАБОАЛК. КОКТЕЙЛИ ЕМКОСТЬЮ ДО 0,5Л",01.025.0167.0744,01.025.0167,7
"СЛАБОАЛК. КОКТЕЙЛИ ЕМКОСТЬЮ ДО 0,5Л (ПИВНАЯ ОСНОВА)",01.025.0167.0745,01.025.0167,7
"СЛАБОАЛК. КОКТЕЙЛИ ЕМКОСТЬЮ ОТ 1,5Л(ПИВНАЯ ОСНОВА)",01.025.0167.0746,01.025.0167,7
"ОВОЩИ, ФРУКТЫ ЗАМОРОЖЕННЫЕ",01.026,01,7
ГРИБЫ ЗАМОРОЖЕННЫЕ,01.026.0031,01.026,7
ГРИБЫ ЗАМОРОЖЕННЫЕ В УПАКОВКЕ,01.026.0031.0142,01.026.0031,7
ГРИБЫ ЗАМОРОЖЕННЫЕ ВЕСОВЫЕ,01.026.0031.0141,01.026.0031,7
ОВОЩИ ЗАМОРОЖЕННЫЕ,01.026.0115,01.026,7
ОВОЩИ ЗАМОРОЖЕННЫЕ В УПАКОВКЕ,01.026.0115.0533,01.026.0115,7
ОВОЩИ ЗАМОРОЖЕННЫЕ ВЕСОВЫЕ,01.026.0115.0532,01.026.0115,7
ОВОЩНЫЕ СМЕСИ ЗАМОРОЖЕННЫЕ,01.026.0116,01.026,7
ОВОЩНЫЕ СМЕСИ ЗАМОРОЖЕННЫЕ В УПАКОВКЕ,01.026.0116.0537,01.026.0116,7
ОВОЩНЫЕ СМЕСИ ЗАМОРОЖЕННЫЕ ВЕСОВЫЕ,01.026.0116.0536,01.026.0116,7
ФРУКТЫ И ЯГОДЫ ЗАМОРОЖЕННЫЕ,01.026.0209,01.026,7
ФРУКТЫ И ЯГОДЫ ЗАМОРОЖЕННЫЕ  В УПАКОВКЕ,01.026.0209.0902,01.026.0209,7
ФРУКТЫ И ЯГОДЫ ЗАМОРОЖЕННЫЕ ВЕСОВЫЕ,01.026.0209.0901,01.026.0209,7
ОРЕХИ СУХОФРУКТЫ СЕМЕЧКИ,01.027,01,7
ОРЕХИ,01.027.0117,01.027,7
ОРЕХИ В УПАКОВКЕ,01.027.0117.0544,01.027.0117,7
ОРЕХИ ВЕСОВЫЕ,01.027.0117.0543,01.027.0117,7
СЕМЕЧКИ,01.027.0164,01.027,7
СЕМЕЧКИ 1,01.027.0164.0734,01.027.0164,7
СМЕСЬ ФРУКТОВО-ОРЕХОВАЯ,01.027.0169,01.027,7
СМЕСЬ ФРУКТОВО-ОРЕХОВАЯ ВЕСОВАЯ,01.027.0169.0755,01.027.0169,7
СМЕСЬ ФРУКТОВО-ОРЕХОВАЯ ФАСОВАННАЯ,01.027.0169.0756,01.027.0169,7
СУХОФРУКТЫ,01.027.0195,01.027,7
СУХОФРУКТЫ В УПАКОВКЕ,01.027.0195.0831,01.027.0195,7
СУХОФРУКТЫ ВЕСОВЫЕ,01.027.0195.0830,01.027.0195,7
ПЕКАРНЯ ПРОМ.ПРОИЗВОДСТВА,01.030,01,7
ПЕКАРНЯ ПРОМ.ПР-ВА ВЫПЕЧКА,01.030.0125,01.030,7
БУЛОЧКИ,01.030.0125.0050,01.030.0125,7
ВЫПЕЧКА БЛИНЫ,01.030.0125.0116,01.030.0125,7
ВЫПЕЧКА БУТЕРБРОДЫ,01.030.0125.0117,01.030.0125,7
ВЫПЕЧКА ЗАМОРОЖЕННАЯ П/Ф,01.030.0125.0118,01.030.0125,7
ВЫПЕЧКА ПИРОГИ,01.030.0125.0119,01.030.0125,7
ВЫПЕЧКА ПИРОЖКИ,01.030.0125.0120,01.030.0125,7
ВЫПЕЧКА ПИЦЦА,01.030.0125.0121,01.030.0125,7
"ВЫПЕЧКА СЛОЙКИ, КРУАССАНЫ",01.030.0125.0122,01.030.0125,7
"КЕКСЫ, КОРЖИ, СОЧНИ",01.030.0125.0303,01.030.0125,7
КУЛИЧИ,01.030.0125.0396,01.030.0125,7
"ПИРОГИ, КУЛЕБЯКИ МЯСОРАСТИТЕЛЬНЫЕ",01.030.0125.0599,01.030.0125,7
"ПИРОГИ, КУЛЕБЯКИ ОВОЩНЫЕ",01.030.0125.0600,01.030.0125,7
"ПИРОГИ, КУЛЕБЯКИ РЫБНЫЕ",01.030.0125.0601,01.030.0125,7
"ПИРОГИ, КУЛЕБЯКИ СЛАДКИЕ",01.030.0125.0602,01.030.0125,7
ПИРОЖКИ,01.030.0125.0603,01.030.0125,7
ПОНЧИКИ,01.030.0125.0625,01.030.0125,7
"СЛОЙКИ, КРУАССАНЫ",01.030.0125.0751,01.030.0125,7
ТАРТАЛЕТКИ,01.030.0125.0854,01.030.0125,7
ПЕКАРНЯ ПРОМ.ПР-ВА КОНДИТЕРСКИЕ ИЗДЕЛИЯ,01.030.0126,01.030,7
ПЕЧЕНЬЕ СВЕЖЕЕ ПП,01.030.0126.0586,01.030.0126,7
ПИРОЖНЫЕ БЕЛКОВО-ВЗБИВНЫЕ,01.030.0126.0604,01.030.0126,7
ПИРОЖНЫЕ БИСКВИТНЫЕ,01.030.0126.0605,01.030.0126,7
ПИРОЖНЫЕ ВАФЕЛЬНЫЕ,01.030.0126.0606,01.030.0126,7
ПИРОЖНЫЕ ЗАВАРНЫЕ,01.030.0126.0607,01.030.0126,7
ПИРОЖНЫЕ КРОШКОВЫЕ,01.030.0126.0608,01.030.0126,7
ПИРОЖНЫЕ ПЕСОЧНЫЕ,01.030.0126.0609,01.030.0126,7
ПИРОЖНЫЕ СЛОЕНЫЕ,01.030.0126.0610,01.030.0126,7
ПИРОЖНЫЕ СУФЛЕ,01.030.0126.0611,01.030.0126,7
РУЛЕТЫ,01.030.0126.0678,01.030.0126,7
ТОРТЫ БИСКВИТНЫЕ,01.030.0126.0869,01.030.0126,7
ТОРТЫ ВЕСОВЫЕ,01.030.0126.0872,01.030.0126,7
ТОРТЫ ВОЗДУШНЫЕ,01.030.0126.0873,01.030.0126,7
ТОРТЫ ЗАВАРНЫЕ,01.030.0126.0874,01.030.0126,7
ТОРТЫ ЗАМОРОЖЕННЫЕ ПП,01.030.0126.0875,01.030.0126,7
ТОРТЫ ЛЕГКИЕ,01.030.0126.0876,01.030.0126,7
ТОРТЫ МЕДОВЫЕ,01.030.0126.0877,01.030.0126,7
ТОРТЫ СЛОЕНЫЕ,01.030.0126.0878,01.030.0126,7
ТОРТЫ СУФЛЕ,01.030.0126.0879,01.030.0126,7
ПЕКАРНЯ ПРОМ.ПР-ВА ТЕСТО ЗАМОРОЖЕННОЕ,01.030.201,01.030,7
ТЕСТО ДРОЖЖЕВОЕ ЗАМОРОЖЕННОЕ ПП,01.030.201.0001,01.030.201,7
ПЕКАРНЯ ПРОМ.ПР-ВА ТЕСТО ОХЛАЖДЕННОЕ,01.030.0127,01.030,7
ТЕСТО ДРОЖЖЕВОЕ ПП,01.030.0127.0861,01.030.0127,7
ПЕКАРНЯ ПРОМ.ПР-ВА ХЛЕБ,01.030.0128,01.030,7
"БАТОНЫ, БАГЕТЫ ПП",01.030.0128.0042,01.030.0128,7
ЛЕПЕШКИ ПРОМ.ПРОИЗВОДСТВА,01.030.0128.0414,01.030.0128,7
СУХАРИ,01.030.0128.0822,01.030.0128,7
ХЛЕБ ПШЕНИЧНЫЙ ПП,01.030.0128.0910,01.030.0128,7
ХЛЕБ ПШЕНИЧНЫЙ С ДОБАВКАМИ ПП,01.030.0128.0911,01.030.0128,7
ХЛЕБ РЖАНО-ПШЕНИЧНЫЙ ПП,01.030.0128.0914,01.030.0128,7
ХЛЕБ РЖАНО-ПШЕНИЧНЫЙ С ДОБАВКАМИ ПП,01.030.0128.0915,01.030.0128,7
ХЛЕБ РЖАНОЙ ПП,01.030.0128.0912,01.030.0128,7
ХЛЕБ РЖАНОЙ С ДОБАВКАМИ ПП,01.030.0128.0913,01.030.0128,7
ЭКСКЛЮЗИВНЫЕ Х/Б ИЗДЕЛИЯ ПП,01.030.0128.0956,01.030.0128,7
ТАНДЫР,01.030.0200,01.030,7
ВЫПЕЧКА ТАНДЫР,01.030.0200.0123,01.030.0200,7
ЛЕПЕШКИ ТАНДЫР,01.030.0200.0415,01.030.0200,7
ПОЛУФАБРИКАТЫ ЗАМОРОЖЕННЫЕ,01.031,01,7
ЛЕПНЫЕ ИЗДЕЛИЯ ЗАМОРОЖЕННЫE,01.031.0088,01.031,7
ВАРЕНИКИ ЗАМОРОЖЕННЫЕ В УПАКОВКЕ,01.031.0088.0053,01.031.0088,7
ВАРЕНИКИ ЗАМОРОЖЕННЫЕ ВЕСОВЫЕ,01.031.0088.0052,01.031.0088,7
"МАНТЫ, ХИНКАЛИ, ПОЗЫ ЗАМОРОЖЕННЫЕ  В УПАКОВКЕ",01.031.0088.0437,01.031.0088,7
"МАНТЫ, ХИНКАЛИ, ПОЗЫ ЗАМОРОЖЕННЫЕ ВЕСОВЫЕ",01.031.0088.0436,01.031.0088,7
ПЕЛЬМЕНИ ЗАМОРОЖЕННЫЕ  В УПАКОВКЕ,01.031.0088.0573,01.031.0088,7
ПЕЛЬМЕНИ ЗАМОРОЖЕННЫЕ ВЕСОВЫЕ,01.031.0088.0572,01.031.0088,7
МУЧНЫЕ ИЗДЕЛИЯ ЗАМОРОЖЕННЫE,01.031.0105,01.031,7
БЛИНЫ ЗАМОРОЖЕННЫЕ,01.031.0105.0048,01.031.0105,7
ДРУГИЕ П/Ф ИЗ ТЕСТА ЗАМОРОЖЕННЫЕ,01.031.0105.0199,01.031.0105,7
ЛАЗАНЬЯ ЗАМОРОЖЕННАЯ,01.031.0105.0411,01.031.0105,7
ПИРОГИ ЗАМОРОЖЕННЫЕ,01.031.0105.0598,01.031.0105,7
ПИЦЦА ЗАМОРОЖЕННАЯ,01.031.0105.0612,01.031.0105,7
ТЕСТО ЗАМОРОЖЕННОЕ,01.031.0105.0862,01.031.0105,7
ПОЛУФАБРИКАТЫ ЗАМОРОЖЕНЫЕ,01.031.0136,01.031,7
П/Ф ДРУГИЕ ЗАМОРОЖЕННЫЕ,01.031.0136.0658,01.031.0136,7
П/Ф ИЗ МЯСА ЖИВОТНЫХ ЗАМОРОЖЕННЫЕ,01.031.0136.0659,01.031.0136,7
П/Ф ИЗ ОВОЩЕЙ ЗАМОРОЖЕННЫЕ,01.031.0136.0660,01.031.0136,7
П/Ф ИЗ ПТИЦЫ ЗАМОРОЖЕННЫЕ,01.031.0136.0661,01.031.0136,7
ПРЕСЕРВЫ,01.033,01,7
МОРСКАЯ КАПУСТА В УПАКОВКЕ,01.033.0101,01.033,7
МОРСКАЯ КАПУСТА БЕЗ ДОБАВОК,01.033.0101.0476,01.033.0101,7
МОРСКАЯ КАПУСТА С ДОБАВКАМИ,01.033.0101.0477,01.033.0101,7
ПРЕСЕРВЫ РЫБНЫЕ И МОРЕПРОДУКТЫ,01.033.0142,01.033,7
ПРЕСЕРВЫ ИЗ МОРЕПРОДУКТОВ,01.033.0142.0640,01.033.0142,7
ПРЕСЕРВЫ РЫБНЫЕ,01.033.0142.0641,01.033.0142,7
ПРОДУКТЫ ИЗ СУРИМИ В УПАКОВКЕ,01.033.0146,01.033,7
ПРОДУКТЫ ИЗ СУРИМИ,01.033.0146.0649,01.033.0146,7
ПРОДУКТЫ ДЛЯ АПЕРИТИВА,01.034,01,7
ДРУГИЕ ЗАКУСКИ,01.034.0040,01.034,7
ДРУГИЕ СНЕКИ,01.034.0040.0201,01.034.0040,7
ОРЕХИ СОЛЕНЫЕ,01.034.0118,01.034,7
ОРЕХИ СОЛЕНЫЕ ВЕСОВЫЕ,01.034.0118.0546,01.034.0118,7
ОРЕХИ СОЛЕНЫЕ ФАСОВАННЫЕ,01.034.0118.0547,01.034.0118,7
ПО ПРОДУКТЫ ДЛЯ АПЕРИТИВА,01.034.0138,01.034,7
ПО ДРУГИЕ СНЕКИ,01.034.0138.0619,01.034.0138,7
ПО ОРЕХИ ВЕСОВЫЕ,01.034.0138.0626,01.034.0138,7
ПО СУХАРИКИ ВЕСОВЫЕ,01.034.0138.0637,01.034.0138,7
ПО ЧИПСЫ ВЕСОВЫЕ,01.034.0138.0638,01.034.0138,7
СНЕКИ ИЗ РЫБЫ И МОРЕПРОДУКТОВ,01.034.0171,01.034,7
СНЕКИ ИЗ МОРЕПРОДУКТОВ В УПАКОВКЕ,01.034.0171.0760,01.034.0171,7
СНЕКИ ИЗ МОРЕПРОДУКТОВ ВЕСОВЫЕ,01.034.0171.0759,01.034.0171,7
СНЕКИ РЫБНЫЕ В УПАКОВКЕ,01.034.0171.0764,01.034.0171,7
СНЕКИ РЫБЫНЕ ВЕСОВЫЕ,01.034.0171.0765,01.034.0171,7
СУХАРИКИ,01.034.0193,01.034,7
СУХАРИКИ В УПАКОВКЕ,01.034.0193.0824,01.034.0193,7
СУХАРИКИ ВЕСОВЫЕ,01.034.0193.0823,01.034.0193,7
ЧИПСЫ,01.034.0214,01.034,7
ЧИПСЫ ДРУГИЕ,01.034.0214.0936,01.034.0214,7
ЧИПСЫ КАРТОФЕЛЬНЫЕ,01.034.0214.0937,01.034.0214,7
СВЕЖЕЕ МЯСО И ПТИЦА,01.035,01,7
МУЧНЫЕ И ЛЕПНЫЕ ИЗДЕЛИЯ ОХЛАЖДЕННЫЕ,01.035.0106,01.035,7
ЛЕПНЫЕ ИЗДЕЛИЯ ОХЛАЖДЕННЫЕ,01.035.0106.0416,01.035.0106,7
МЯСО ЖИВОТНЫХ ОХЛАЖДЕННОЕ,01.035.0109,01.035,7
БАРАНИНА В МАРИНАДЕ ОХЛАЖДЕННАЯ,01.035.0109.0732,01.035.0109,7
БАРАНИНА ПОЛУФАБРИКАТЫ КРУПНОКУСКОВЫЕ ОХЛАЖДЕННЫЕ,01.035.0109.0034,01.035.0109,7
БАРАНИНА ПОЛУФАБРИКАТЫ МЕЛКОКУСКОВЫЕ ОХЛАЖДЕННЫЕ,01.035.0109.0035,01.035.0109,7
БАРАНИНА ПОЛУФАБРИКАТЫ ПОРЦИОННЫЕ ОХЛАЖДЕННЫЕ,01.035.0109.0036,01.035.0109,7
БАРАНИНА СУБПРОДУКТЫ ОХЛАЖДЕННЫЕ,01.035.0109.0037,01.035.0109,7
ГОВЯДИНА В МАРИНАДЕ ОХЛАЖДЕННАЯ,01.035.0109.0128,01.035.0109,7
ГОВЯДИНА ПОЛУФАБРИКАТЫ КРУПНОКУСКОВЫЕ ОХЛАЖДЕННЫЕ,01.035.0109.0130,01.035.0109,7
ГОВЯДИНА ПОЛУФАБРИКАТЫ МЕЛКОКУСКОВЫЕ ОХЛАЖДЕННЫЕ,01.035.0109.0131,01.035.0109,7
ГОВЯДИНА ПОЛУФАБРИКАТЫ ПОРЦИОННЫЕ ОХЛАЖДЕННЫЕ,01.035.0109.0132,01.035.0109,7
ГОВЯДИНА ПОЛУФАБРИКАТЫ РУБЛЕНЫЕ ОХЛАЖДЕННЫЕ,01.035.0109.0133,01.035.0109,7
ГОВЯДИНА СУБПРОДУКТЫ ОХЛАЖДЕННЫЕ,01.035.0109.0135,01.035.0109,7
ГОВЯДИНА ФАРШ ОХЛАЖДЕННЫЙ,01.035.0109.0137,01.035.0109,7
ДРУГОЕ МЯСО В МАРИНАДЕ ОХЛАЖДЕННОЕ,01.035.0109.0206,01.035.0109,7
ДРУГОЕ МЯСО ПОЛУФАБРИКАТЫ КРУПНОКУСКОВЫЕ ОХЛАЖДЕННЫЕ,01.035.0109.0208,01.035.0109,7
ДРУГОЕ МЯСО ПОЛУФАБРИКАТЫ ПОРЦИОННЫЕ ОХЛАЖДЕННЫЕ,01.035.0109.0210,01.035.0109,7
ДРУГОЕ МЯСО ПОЛУФАБРИКАТЫ РУБЛЕНЫЕ ОХЛАЖДЕННЫЕ,01.035.0109.0211,01.035.0109,7
ДРУГОЕ МЯСО ТУШКИ ОХЛАЖДЕННЫЕ,01.035.0109.0214,01.035.0109,7
ДРУГОЕ МЯСО ФАРШ ОХЛАЖДЕННЫЙ,01.035.0109.0215,01.035.0109,7
СВИНИНА В МАРИНАДЕ ОХЛАЖДЕННАЯ,01.035.0109.0721,01.035.0109,7
СВИНИНА ПОЛУФАБРИКАТЫ КРУПНОКУСКОВЫЕ ОХЛАЖДЕННЫЕ,01.035.0109.0723,01.035.0109,7
СВИНИНА ПОЛУФАБРИКАТЫ МЕЛКОКУСКОВЫЕ ОХЛАЖДЕННЫЕ,01.035.0109.0725,01.035.0109,7
СВИНИНА ПОЛУФАБРИКАТЫ ПОРЦИОННЫЕ ОХЛАЖДЕННЫЕ,01.035.0109.0726,01.035.0109,7
СВИНИНА ПОЛУФАБРИКАТЫ РУБЛЕНЫЕ ОХЛАЖДЕННЫЕ,01.035.0109.0727,01.035.0109,7
СВИНИНА СУБПРОДУКТЫ ОХЛАЖДЕННЫЕ,01.035.0109.0729,01.035.0109,7
СВИНИНА ФАРШ ОХЛАЖДЕННЫЙ,01.035.0109.0731,01.035.0109,7
МЯСО ПТИЦЫ ОХЛАЖДЕННОЕ,01.035.0111,01.035,7
ДРУГАЯ ПТИЦА РАЗДЕЛКА ОХЛАЖДЕННАЯ,01.035.0111.0182,01.035.0111,7
ДРУГАЯ ПТИЦА СУБПРОДУКТЫ ОХЛАЖДЕННЫЕ,01.035.0111.0184,01.035.0111,7
ДРУГАЯ ПТИЦА ТУШКА ОХЛАЖДЕННАЯ,01.035.0111.0186,01.035.0111,7
ИНДЕЙКА МЯСО В МАРИНАДЕ ОХЛАЖДЕННОЕ,01.035.0111.0409,01.035.0111,7
ИНДЕЙКА ПОЛУФАБРИКАТЫ ОХЛАЖДЕННЫЕ,01.035.0111.0265,01.035.0111,7
ИНДЕЙКА РАЗДЕЛКА ОХЛАЖДЕННАЯ,01.035.0111.0267,01.035.0111,7
ИНДЕЙКА СУБПРОДУКТЫ ОХЛАЖДЕННЫЕ,01.035.0111.0269,01.035.0111,7
ИНДЕЙКА ТУШКА ОХЛАЖДЕННАЯ,01.035.0111.0271,01.035.0111,7
ИНДЕЙКА ФАРШ ОХЛАЖДЕННЫЙ,01.035.0111.0273,01.035.0111,7
КУРЫ МЯСО В МАРИНАДЕ ОХЛАЖДЕННОЕ,01.035.0111.0399,01.035.0111,7
КУРЫ ПОЛУФАБРИКАТЫ ОХЛАЖДЕННЫЕ,01.035.0111.0400,01.035.0111,7
КУРЫ РАЗДЕЛКА ОХЛАЖДЕННАЯ,01.035.0111.0402,01.035.0111,7
КУРЫ СУБПРОДУКТЫ ОХЛАЖДЕННЫЕ,01.035.0111.0404,01.035.0111,7
КУРЫ ТУШКА ОХЛАЖДЕННАЯ,01.035.0111.0406,01.035.0111,7
КУРЫ ФАРШ ОХЛАЖДЕННЫЙ,01.035.0111.0408,01.035.0111,7
"СНЕКИ, ТОВАРЫ ДЛЯ ЗАВТРАКА",01.036,01,7
СНЕКИ,01.036.0170,01.036,7
КУКУРУЗНЫЕ ПАЛОЧКИ,01.036.0170.0395,01.036.0170,7
ПОП-КОРН,01.036.0170.0627,01.036.0170,7
ТОВАР ДЛЯ ЗАВТРАКА,01.036.0202,01.036,7
МЮСЛИ,01.036.0202.0494,01.036.0202,7
СУХИЕ ЗАВТРАКИ ДЛЯ ДЕТЕЙ И ВЗРОСЛЫХ,01.036.0202.0827,01.036.0202,7
"ХЛЕБЦЫ, СЛАЙСЫ",01.036.0202.0916,01.036.0202,7
СОПУТСТВУЮЩИЕ ТОВАРЫ,01.037,01,7
АПТЕКА_,01.037.0010,01.037,7
ПАРАФАРМАЦЕВТИЧЕСКИЕ СРЕДСТВА ГИГИЕНЫ И КОСМЕТИКИ,01.037.0010.0562,01.037.0010,7
"КУПОНЫ, КАРТЫ",01.037.0087,01.037,7
КАРТЫ СУПРА,01.037.0087.0293,01.037.0087,7
"КУПОНЫ, СКИДКИ",01.037.0087.0397,01.037.0087,7
"ПАКЕТЫ, УПАКОВОЧНЫЕ МАТЕРИАЛЫ",01.037.0120,01.037,7
ПАКЕТЫ,01.037.0120.0560,01.037.0120,7
РАСХОДНЫЕ МАТЕРИАЛЫ БЕСПЛАТНЫЕ,01.037.0120.0675,01.037.0120,7
ПЛАСТИКОВЫЕ КАРТЫ,01.037.0132,01.037,7
КАРТЫ АВАНСОВЫХ ПЛАТЕЖЕЙ,01.037.0132.0292,01.037.0132,7
"ПРЕЗЕРВАТИВЫ, ТЕСТЫ, ГЕЛЬ ДЛЯ РУК",01.037.0141,01.037,7
АРОМАТИЗАТОРЫ,01.037.0141.0019,01.037.0141,7
ГЕЛЬ ДЛЯ РУК,01.037.0141.0125,01.037.0141,7
ПРЕЗЕРВАТИВЫ,01.037.0141.0639,01.037.0141,7
ТЕСТЫ,01.037.0141.0863,01.037.0141,7
СОУСЫ КЕТЧУПЫ МАЙОНЕЗЫ,01.038,01,7
"КЕТЧУПЫ, МАРИНАДЫ",01.038.0060,01.038,7
КЕТЧУПЫ,01.038.0060.0867,01.038.0060,7
МАРИНАДЫ,01.038.0060.0439,01.038.0060,7
ТОМАТНАЯ ПАСТА,01.038.0060.0866,01.038.0060,7
МАЙОНЕЗЫ,01.038.0090,01.038,7
МАЙОНЕЗНЫЕ СОУСЫ ХОЛОДНЫЕ,01.038.0090.0421,01.038.0090,7
МАЙОНЕЗЫ КЛАССИЧЕСКИЕ,01.038.0090.0422,01.038.0090,7
МАЙОНЕЗЫ ЛЕГКИЕ,01.038.0090.0423,01.038.0090,7
МАЙОНЕЗЫ НА ПЕРЕПЕЛИННЫХ ЯЙЦАХ,01.038.0090.0424,01.038.0090,7
МАЙОНЕЗЫ ОЛИВКОВЫЕ,01.038.0090.0425,01.038.0090,7
МАЙОНЕЗЫ С ДОБАВКАМИ,01.038.0090.0426,01.038.0090,7
МАЙОНЕЗЫ С ЛИМОННЫМ СОКОМ,01.038.0090.0427,01.038.0090,7
СОУСЫ,01.038.0175,01.038,7
ГОРЧИЦА,01.038.0175.0139,01.038.0175,7
СОУСЫ ДРУГИЕ,01.038.0175.0782,01.038.0175,7
ХРЕН,01.038.0175.0922,01.038.0175,7
СЫРЫ,01.039,01,7
СЫРЫ ВЕСОВЫЕ,01.039.0197,01.039,7
СЫРЫ ВЕСОВЫЕ КОЛБАСНЫЕ,01.039.0197.0836,01.039.0197,7
СЫРЫ ВЕСОВЫЕ ПОЛУТВЕРДЫЕ,01.039.0197.0837,01.039.0197,7
СЫРЫ ВЕСОВЫЕ РАССОЛЬНЫЕ И СВЕЖИЕ,01.039.0197.0838,01.039.0197,7
СЫРЫ ВЕСОВЫЕ С ПЛЕСЕНЬЮ,01.039.0197.0839,01.039.0197,7
СЫРЫ ВЕСОВЫЕ ТВЕРДЫЕ,01.039.0197.0840,01.039.0197,7
СЫРЫ УПАКОВАННЫЕ,01.039.0198,01.039,7
СЫРЫ В УПАКОВКЕ К ПИВУ,01.039.0198.0842,01.039.0198,7
СЫРЫ В УПАКОВКЕ КОЛБАСНЫЕ,01.039.0198.0841,01.039.0198,7
"СЫРЫ В УПАКОВКЕ МЯГКИЕ (СЛИВОЧНЫЕ, ТВОРОЖНЫЕ)",01.039.0198.0843,01.039.0198,7
СЫРЫ В УПАКОВКЕ ПЛАВЛЕНЫЕ,01.039.0198.0844,01.039.0198,7
СЫРЫ В УПАКОВКЕ ПОЛУТВЕРДЫЕ,01.039.0198.0845,01.039.0198,7
СЫРЫ В УПАКОВКЕ РАССОЛЬНЫЕ И СВЕЖИЕ,01.039.0198.0846,01.039.0198,7
СЫРЫ В УПАКОВКЕ РАСТИТЕЛЬНЫЕ,01.039.0198.0847,01.039.0198,7
СЫРЫ В УПАКОВКЕ С ПЛЕСЕНЬЮ,01.039.0198.0848,01.039.0198,7
СЫРЫ В УПАКОВКЕ ТВЕРДЫЕ,01.039.0198.0849,01.039.0198,7
СЫРЫ В УПАКОВКЕ ТЕРТЫЕ,01.039.0198.0850,01.039.0198,7
ТАБАЧНЫЕ ИЗДЕЛИЯ,01.040,01,7
АКСЕССУАРЫ ТАБАЧНЫЕ,01.040.0006,01.040,7
ЗАЖИГАЛКИ,01.040.0006.0228,01.040.0006,7
СИГАРЕТЫ,01.040.0165,01.040,7
СИГАРЕТЫ JTI,01.040.0165.0735,01.040.0165,7
СИГАРЕТЫ PHILLIP MORRIS,01.040.0165.0736,01.040.0165,7
СИГАРЕТЫ REEMTSMA,01.040.0165.0737,01.040.0165,7
СИГАРЕТЫ В.А.Т.,01.040.0165.0738,01.040.0165,7
СИГАРЕТЫ ОТК,01.040.0165.0739,01.040.0165,7
ТАБАЧНЫЕ ИЗДЕЛИЯ ДРУГИЕ,01.040.0199,01.040,7
СИГАРИЛЛЫ,01.040.0199.0740,01.040.0199,7
СИГАРЫ,01.040.0199.0741,01.040.0199,7
ТАБАК,01.040.0199.0851,01.040.0199,7
ЭЛЕКТРОННЫЕ СРЕДСТВА ПОДАЧИ НИКОТИНА,01.040.0221,01.040,7
ЭЛЕКТРОННЫЕ СИГАРЕТЫ,01.040.0221.0959,01.040.0221,7
ТОВАРЫ ДЛЯ ЖИВОТНЫХ,01.041,01,7
ДРУГИЕ ТОВАРЫ ДЛЯ ЖИВОТНЫХ,01.041.0042,01.041,7
АКСЕССУАРЫ ДЛЯ ЖИВОТНЫХ,01.041.0042.0010,01.041.0042,7
ВИТАМИНЫ,01.041.0042.0102,01.041.0042,7
ГИГИЕНИЧЕСКИЕ НАПОЛНИТЕЛИ,01.041.0042.0127,01.041.0042,7
КОРМ ДЛЯ КОШЕК,01.041.0081,01.041,7
ДРУГИЕ ПРОДУКТЫ ДЛЯ КОШЕК,01.041.0081.0197,01.041.0081,7
КОРМА ДЛЯ КОШЕК КОНСЕРВИРОВАННЫЕ,01.041.0081.0357,01.041.0081,7
КОРМА ДЛЯ КОШЕК СУХИЕ,01.041.0081.0358,01.041.0081,7
КОРМ ДЛЯ СОБАК,01.041.0082,01.041,7
ДРУГИЕ ПРОДУКТЫ ДЛЯ СОБАК,01.041.0082.0198,01.041.0082,7
КОРМА ДЛЯ СОБАК КОНСЕРВИРОВАННЫЕ,01.041.0082.0359,01.041.0082,7
КОРМА ДЛЯ СОБАК СУХИЕ,01.041.0082.0360,01.041.0082,7
КОРМА ДЛЯ ПРОЧИХ ЖИВОТНЫХ,01.041.0080,01.041,7
КОРМ ДЛЯ ГРЫЗУНОВ,01.041.0080.0361,01.041.0080,7
КОРМ ДЛЯ ПТИЦ,01.041.0080.0362,01.041.0080,7
КОРМ ДЛЯ РЫБ,01.041.0080.0363,01.041.0080,7
ФРУКТЫ И ОВОЩИ,01.042,01,7
ГРИБЫ,01.042.0030,01.042,7
ГРИБЫ СВЕЖИЕ,01.042.0030.0144,01.042.0030,7
ГРИБЫ СУШЕНЫЕ,01.042.0030.0145,01.042.0030,7
"ЗЕЛЕНЬ, НАБОРЫ",01.042.0046,01.042,7
ЗЕЛЕНЬ В ГОРШОЧКАХ,01.042.0046.0236,01.042.0046,7
ЗЕЛЕНЬ СРЕЗКА,01.042.0046.0237,01.042.0046,7
ОВОЩНЫЕ НАБОРЫ,01.042.0046.0535,01.042.0046,7
САЛАТЫ,01.042.0046.0705,01.042.0046,7
ЗЕРНА ПРОРОЩЕННЫЕ,01.042.0047,01.042,7
