name,code,parent_code,cls_type_id
АКСЕССУАРЫ ДЛЯ ВОЛОС,04.005.0029.0009,04.005.0029,7
БИГУДИ,04.005.0029.0043,04.005.0029,7
БИЖУТЕРИЯ,04.005.0029.0044,04.005.0029,7
ЗАКОЛКИ,04.005.0029.0230,04.005.0029,7
КОСМЕТИЧКИ,04.005.0029.0368,04.005.0029,7
ПРИНАДЛЕЖНОСТИ ДЛЯ МАНИКЮРА,04.005.0029.0642,04.005.0029,7
ПРИНАДЛЕЖНОСТИ ДЛЯ ПЕДИКЮРА,04.005.0029.0643,04.005.0029,7
ПРИНАДЛЕЖНОСТИ ДЛЯ УХОДА ЗА ЛИЦОМ,04.005.0029.0644,04.005.0029,7
РАСЧЕСКИ,04.005.0029.0676,04.005.0029,7
КОЖГАЛАНТЕРЕЯ,04.005.0063,04.005,7
ДЕТСКИЕ СУМКИ,04.005.0063.0160,04.005.0063,7
ЖЕНСКИЕ СУМКИ,04.005.0063.0224,04.005.0063,7
МУЖСКИЕ СУМКИ,04.005.0063.0483,04.005.0063,7
"ПОРТМОНЕ, КОШЕЛЬКИ",04.005.0063.0628,04.005.0063,7
СЕМЕЙНЫЕ СУМКИ,04.005.0063.0733,04.005.0063,7
ИГРУШКИ,04.012,04,7
ИГРУШКИ БОЛЬШИЕ,04.012.0048,04.012,7
ДРУГИЕ БОЛЬШИЕ ИГРУШКИ,04.012.0048.0190,04.012.0048,7
"ТЕНТЫ, ДОМА, ЯЩИКИ ДЛЯ ХРАНЕНИЯ",04.012.0048.0859,04.012.0048,7
ИГРУШКИ ДЛЯ ДЕВОЧЕК,04.012.0049,04.012,7
АКСЕССУАРЫ ДЛЯ КУКОЛ,04.012.0049.0011,04.012.0049,7
"ДОМИКИ,  МЕБЕЛЬ ИГРУШЕЧНЫЕ",04.012.0049.0171,04.012.0049,7
ДРУГИЕ ИГРУШКИ ДЛЯ ДЕВОЧЕК,04.012.0049.0192,04.012.0049,7
КУКЛЫ,04.012.0049.0393,04.012.0049,7
НАБОРЫ ДЛЯ ДЕВОЧЕК,04.012.0049.0511,04.012.0049,7
УКРАШЕНИЯ ДЛЯ ДЕВОЧЕК,04.012.0049.0891,04.012.0049,7
УТВАРЬ ИГРУШЕЧНАЯ ДОМАШНЯЯ,04.012.0049.0895,04.012.0049,7
ИГРУШКИ ДЛЯ МАЛЬЧИКОВ,04.012.0050,04.012,7
ДРУГИЕ ИГРУШКИ ДЛЯ МАЛЬЧИКОВ,04.012.0050.0193,04.012.0050,7
ИГРУШЕЧНЫЕ ИНСТРУМЕНТЫ (МОЛОТКИ),04.012.0050.0244,04.012.0050,7
ИГРУШКИ ОРУЖИЕ,04.012.0050.0252,04.012.0050,7
ИГРУШКИ ТРАНСФОРМЕРЫ,04.012.0050.0253,04.012.0050,7
ИГРУШКИ-ФИГУРКИ,04.012.0050.0254,04.012.0050,7
"МЕХАНИЧЕСКИЕ ИГРУШКИ, МАШИНКИ",04.012.0050.0458,04.012.0050,7
НАБОРЫ ДЛЯ МАЛЬЧИКОВ,04.012.0050.0512,04.012.0050,7
ТЕХНИКА НА БАТАРЕЙКАХ,04.012.0050.0864,04.012.0050,7
ИГРУШКИ ЛЕТНИЕ,04.012.0051,04.012,7
ВОЗДУШНЫЕ ЗМЕИ,04.012.0051.0113,04.012.0051,7
ДРУГИЕ ЛЕТНИЕ ИГРУШКИ,04.012.0051.0195,04.012.0051,7
ИГРУШКИ ДЛЯ ПЕСКА,04.012.0051.0246,04.012.0051,7
ИГРУШКИ МЕЛКИЕ ПЛАСТИКОВЫЕ,04.012.0051.0247,04.012.0051,7
МЯЧИ ДЕТСКИЕ,04.012.0051.0508,04.012.0051,7
ИГРУШКИ МУЗЫКАЛЬНЫЕ,04.012.0052,04.012,7
ИГРУШЕЧНЫЕ МУЗЫКАЛЬНЫЕ ИНСТРУМЕНТЫ,04.012.0052.0245,04.012.0052,7
ИГРУШКИ МЯГКИЕ,04.012.0053,04.012,7
ИГРУШКИ МЯГКИЕ БОЛЬШИЕ,04.012.0053.0248,04.012.0053,7
ИГРУШКИ МЯГКИЕ МАЛЕНЬКИЕ,04.012.0053.0249,04.012.0053,7
ИГРУШКИ МЯГКИЕ МУЗЫКАЛЬНЫЕ,04.012.0053.0250,04.012.0053,7
ИГРУШКИ МЯГКИЕ СРЕДНИЕ,04.012.0053.0251,04.012.0053,7
"МОЗАИКИ, ПАЗЛЫ",04.012.0097,04.012,7
КАЛЕЙДОСКОПЫ,04.012.0097.0284,04.012.0097,7
МОЗАИКИ,04.012.0097.0461,04.012.0097,7
ПАЗЛЫ,04.012.0097.0559,04.012.0097,7
"РАЗВИВАЮЩИЕ, ОБУЧАЮЩИЕ ИГРЫ",04.012.0148,04.012,7
"ДОСКИ,АЛФАВИТЫ",04.012.0148.0173,04.012.0148,7
ДРУГИЕ РАЗВИВАЮЩИЕ ИГРУШКИ,04.012.0148.0200,04.012.0148,7
"ИГРЫ ОБУЧАЮЩИЕ, РАЗВИВАЮЩИЕ, ЛОГИЧЕСКИЕ",04.012.0148.0255,04.012.0148,7
КОНСТРУКТОРЫ [0Х030H],04.012.0148.0344,04.012.0148,7
СБОРНЫЕ МОДЕЛИ,04.012.0148.0719,04.012.0148,7
ТОВАРЫ ДЛЯ ТВОРЧЕСТВА,04.012.0148.0865,04.012.0148,7
ИНСТРУМЕНТЫ,04.013,04,7
КЛЕИ,04.013.0062,04.013,7
ГЕРМЕТИКИ,04.013.0062.0126,04.013.0062,7
КЛЕИ ДРУГИЕ,04.013.0062.0307,04.013.0062,7
КЛЕИ КЛАССИЧЕСКИЕ,04.013.0062.0308,04.013.0062,7
КЛЕИ СЕКУНДНЫЕ,04.013.0062.0309,04.013.0062,7
РУЧНОЙ ИНСТРУМЕНТ,04.013.0152,04.013,7
АБРАЗИВНО-ШЛИФОВАЛЬНЫЙ ИНСТРУМЕНТ,04.013.0152.0003,04.013.0152,7
ДРУГОЕ ИНСТРУМЕНТ,04.013.0152.0205,04.013.0152,7
ИЗМЕРИТЕЛЬНЫЙ ИНСТРУМЕНТ,04.013.0152.0258,04.013.0152,7
МАЛЯРНЫЙ ИНСТРУМЕНТ,04.013.0152.0434,04.013.0152,7
"НАБОРЫ ИНСТРУМЕНТОВ, ЯЩИКИ, ЛЕСТНИЦЫ",04.013.0152.0513,04.013.0152,7
СТОЛЯРНО-СЛЕСАРНЫЙ ИНСТРУМЕНТ,04.013.0152.0816,04.013.0152,7
УДАРНО-ЗАБИВНОЙ И СВЕРЛИЛЬНЫЙ ИНСТРУМЕНТ,04.013.0152.0890,04.013.0152,7
ШТУКАТУРНО-ОТДЕЛОЧНЫЙ ИНСТРУМЕНТ,04.013.0152.0950,04.013.0152,7
ЭЛЕКТРОИНСТРУМЕНТ,04.013.0220,04.013,7
ДРЕЛИ,04.013.0220.0175,04.013.0220,7
ДРУГОЙ ЭЛЕКТРОИНСТРУМЕНТ,04.013.0220.0218,04.013.0220,7
ОТВЕРТКИ АККУМУЛЯТОРНЫЕ,04.013.0220.0552,04.013.0220,7
ПЕРФОРАТОРЫ,04.013.0220.0578,04.013.0220,7
ШУРУПОВЕРТЫ,04.013.0220.0951,04.013.0220,7
ЭЛЕКТРОЛОБЗИКИ,04.013.0220.0958,04.013.0220,7
КАНЦЕЛЯРИЯ,04.014,04,7
КАНЦЕЛЯРСКИЕ ПРИНАДЛЕЖНОСТИ,04.014.0058,04.014,7
АЛЬБОМЫ И ПАПКИ ДЛЯ ЧЕРЧЕНИЯ,04.014.0058.0014,04.014.0058,7
АЛЬБОМЫ И ТЕТРАДИ ДЛЯ РИСОВАНИЯ,04.014.0058.0015,04.014.0058,7
БУМАГА ДЛЯ ЗАПИСЕЙ,04.014.0058.0016,04.014.0058,7
ОФИСНАЯ МЕБЕЛЬ,04.014.059,04.014,7
СТОЛЫ ОФИСНЫЕ,04.014.059.0001,04.014.059,7
"ОДЕЖДА, ОБУВЬ",04.15,04,7
НИЖНЕЕ БЕЛЬЕ ДЕТСКОЕ,04.15.001,04.15,7
ДРУГОЕ ДЕТСКОЕ БЕЛЬЕ,04.15.001.0001,04.15.001,7
СП,5,,7
ГРИЛЬ (СП),5.01,5,7
ПРОДУКЦИЯ ГРИЛЬ (СП),5.01.001,5.01,7
ПРОДУКЦИЯ ГРИЛЬ МЯСО (СП),5.01.001.0001,5.01.001,7
